"Item Code",Location,Period,"Sales Quantity","Cost of sales","Sales Value","Issues Quantity"
JMP01R-A,3,2016/11/01,192,0,1082.40,0
JMP01R-A,3,2017/01/01,156,0,868.80,0
JMP01R-A,3,2016/05/01,288,0,1607.28,0
JMP01R-A,3,2017/04/01,360,0,1932.00,0
JMP01R-A,3,2016/09/01,207,0,1101.60,0
JMP01R-A,3,2017/07/01,0,0,.00,0
JMP01R-A,3,2017/10/01,0,0,.00,0
JMP01R-A,3,2016/01/01,168,0,936.00,0
JMP01R-A,3,2016/02/01,336,0,1855.20,0
JMP01R-A,3,2016/03/01,396,0,2137.20,0
JMP01R-A,3,2016/04/01,960,0,5382.00,0
JMP01R-A,3,2016/12/01,636,0,2688.00,0
JMP01R-A,3,2017/05/01,96,0,534.96,0
JMP01R-A,3,2017/08/01,0,0,.00,0
JMP01R-A,3,2017/09/01,0,0,.00,0
JMP01R-A,3,2017/11/01,0,0,.00,0
JMP01R-A,3,2016/07/01,300,0,1591.20,0
JMP01R-A,3,2017/02/01,180,0,990.00,0
JMP01R-A,9,2016/09/01,-7,0,-40.60,0
JMP01R-A,9,2016/11/01,-16,0,-92.80,0
JMP01R-A,9,2016/06/01,18,0,-100.80,0
JMP01R-A,9,2016/10/01,-9,0,-52.20,0
JMP01R-A,9,2016/08/01,-2,0,-11.60,0
JPK01R,3,2017/11/01,1140,0,5967.12,0
JPK01R,3,2017/01/01,888,0,5217.36,0
JPK01R,3,2016/03/01,696,0,3849.60,0
JPK01R,3,2016/02/01,1548,0,8514.00,0
JPK01R,3,2016/01/01,12,0,56.10,0
JPK01R,3,2016/07/01,382,0,2105.90,0
JPK01R,3,2016/10/01,1080,0,5727.60,0
JPK01R,3,2017/02/01,277,0,1439.76,0
JPK01R,3,2017/04/01,1499,0,8557.93,0
JPK01R,3,2017/06/01,1029,0,5979.18,0
JPK01R,3,2018/01/01,1,0,.00,0
JPK01R,3,2016/12/01,900,0,5104.80,0
JPK01R,3,2016/09/01,1944,0,9880.44,0
JPK01R,3,2016/04/01,934,0,4821.08,0
JPK01R,3,2017/12/01,2700,0,15920.40,0
JPK01R,3,2017/10/01,1164,0,6042.96,0
JPK01R,3,2017/09/01,2426,0,11583.16,0
JPK01R,3,2017/05/01,1416,0,8220.00,0
JPK01R,3,2017/08/01,521,0,2895.44,0
JPK01R,3,2016/06/01,768,0,3807.24,0
JPK01R,3,2017/03/01,588,0,3274.32,0
JPK01R,3,2017/07/01,363,0,1481.76,0
JPK01R,3,2016/11/01,1608,0,8504.64,0
JPK01R,3,2016/05/01,374,0,2121.90,0
JPK01R,3,2016/08/01,124,0,695.16,0
JPK01R,9,2016/11/01,-5,0,-29.00,0
JPK01R,9,2017/03/01,-3,0,-17.40,0
JPK01R,9,2016/09/01,-9,0,-52.20,0
JPK01R,9,2016/06/01,22,0,-58.00,0
JPK01R,9,2016/10/01,-5,0,-29.00,0
JPK01R,9,2016/08/01,-13,0,-75.40,0
JPR01R,3,2017/07/01,180,0,915.60,0
JPR01R,3,2016/07/01,107,0,483.85,0
JPR01R,3,2017/06/01,495,0,2656.68,0
JPR01R,3,2016/10/01,876,0,4517.40,0
JPR01R,3,2017/09/01,331,0,1941.56,0
JPR01R,3,2017/10/01,216,0,886.80,0
JPR01R,3,2016/11/01,1272,0,6558.72,0
JPR01R,3,2016/08/01,108,0,565.20,0
JPR01R,3,2016/02/01,1536,0,8448.00,0
JPR01R,3,2018/01/01,72,0,424.80,0
JPR01R,3,2016/05/01,133,0,752.17,0
JPR01R,3,2017/03/01,144,0,727.32,0
JPR01R,3,2016/06/01,504,0,2203.68,0
JPR01R,3,2017/08/01,260,0,1505.92,0
JPR01R,3,2017/04/01,651,0,2983.17,0
JPR01R,3,2017/02/01,516,0,2834.04,0
JPR01R,3,2016/09/01,102,0,571.02,0
JPR01R,3,2016/04/01,563,0,2616.67,0
JPR01R,3,2016/03/01,197,0,1085.11,0
JPR01R,3,2017/05/01,204,0,1118.16,0
JPR01R,3,2016/01/01,12,0,66.00,0
JPR01R,9,2016/10/01,-7,0,-40.60,0
JPR01R,9,2016/11/01,-11,0,-63.80,0
JPR01R,9,2016/06/01,10,0,-58.00,0
KNF01R,3,2017/07/01,8000,0,1120.00,0
KNF01R,3,2017/12/01,8000,0,1120.00,0
KNF01R,3,2016/03/01,16000,0,2240.00,0
KNTA-1502,2,2016/12/01,-12,0,-66.00,0
KNTA-1502,3,2016/12/01,1729,0,7502.76,0
KNTA-1502,3,2017/07/01,656,0,2928.72,0
KNTA-1502,3,2017/09/01,649,0,3069.08,0
KNTA-1502,3,2017/10/01,1202,0,4755.72,0
KNTA-1502,3,2016/07/01,1808,0,7325.95,0
KNTA-1502,3,2018/02/01,96,0,567.60,0
KNTA-1502,3,2016/04/01,1054,0,5079.50,0
KNTA-1502,3,2016/06/01,660,0,3405.84,0
KNTA-1502,3,2017/01/01,312,0,1671.36,0
KNTA-1502,3,2017/02/01,1441,0,7794.00,0
KNTA-1502,3,2017/08/01,1188,0,5549.20,0
KNTA-1502,3,2018/01/01,512,0,2196.84,0
KNTA-1502,3,2016/05/01,577,0,2820.52,0
KNTA-1502,3,2016/08/01,2304,0,11510.40,0
KNTA-1502,3,2017/06/01,387,0,2042.16,0
KNTA-1502,3,2016/03/01,895,0,4065.50,0
KNTA-1502,3,2017/04/01,1225,0,6108.44,0
KNTA-1502,3,2017/05/01,1344,0,6433.80,0
KNTA-1502,3,2017/11/01,1608,0,7749.60,0
KNTA-1502,3,2017/12/01,2292,0,12357.60,0
KNTA-1502,3,2016/02/01,372,0,2058.00,0
KNTA-1502,3,2016/10/01,772,0,4006.16,0
KNTA-1502,3,2017/03/01,349,0,1732.56,0
KNTA-1502,3,2016/01/01,420,0,2202.60,0
KNTA-1502,3,2016/09/01,2476,0,10398.36,0
KNTA-1502,3,2016/11/01,1116,0,5295.48,0
KNTA-1502,9,2016/10/01,-12,0,-66.00,0
KTB01R,3,2016/12/01,1000,0,2090.00,0
KTB01R,3,2016/03/01,990,0,2069.10,0
KTB01R,3,2017/05/01,990,0,2069.10,0
KTB01R,3,2017/09/01,1320,0,2758.80,0
KYBB-1234,3,2017/05/01,114,0,651.36,0
KYBB-1234,3,2017/09/01,1134,0,6391.67,0
KYBB-1234,3,2017/11/01,2184,0,15510.78,0
KYBB-1234,3,2017/02/01,1010,0,5348.10,0
KYBB-1234,3,2018/01/01,1,0,.00,0
KYBB-1234,3,2018/02/01,0,0,.00,0
KYBB-1234,3,2017/12/01,2418,0,18739.50,0
KYBB-1234,3,2017/10/01,618,0,4080.78,0
KYBB-1234,3,2017/08/01,994,0,5416.95,0
KYBB-1234,3,2017/06/01,69,0,417.05,0
KYBB-1234,3,2017/04/01,123,0,793.65,0
KYBB-1234,3,2017/03/01,505,0,3594.00,0
KYBB-1234,3,2017/07/01,220,0,1241.58,0
KYBB-1234,3,2017/01/01,648,0,3174.00,0
KYSA-1037,2,2016/12/01,-12,0,-48.00,0
KYSA-1037,2,2016/11/01,1,0,2.50,0
KYSA-1037,2,2016/05/01,12,0,60.00,0
KYSA-1037,3,2017/05/01,960,0,3579.60,0
KYSA-1037,3,2017/02/01,2017,0,7416.00,0
KYSA-1037,3,2016/12/01,1402,0,4440.75,0
KYSA-1037,3,2016/06/01,372,0,1504.80,0
KYSA-1037,3,2018/01/01,147,0,561.60,0
KYSA-1037,3,2017/03/01,1405,0,5040.60,0
KYSA-1037,3,2016/07/01,1752,0,5321.83,0
KYSA-1037,3,2016/09/01,1597,0,5920.20,0
KYSA-1037,3,2017/11/01,1404,0,4982.40,0
KYSA-1037,3,2017/04/01,2301,0,7486.80,0
KYSA-1037,3,2016/11/01,1093,0,4328.60,0
KYSA-1037,3,2017/09/01,1304,0,4381.00,0
KYSA-1037,3,2016/10/01,1392,0,4831.80,0
KYSA-1037,3,2016/04/01,777,0,2854.20,0
KYSA-1037,3,2018/02/01,84,0,291.00,0
KYSA-1037,3,2017/08/01,1267,0,4349.40,0
KYSA-1037,3,2016/08/01,1237,0,4992.00,0
KYSA-1037,3,2017/01/01,696,0,2487.60,0
KYSA-1037,3,2017/06/01,819,0,2563.92,0
KYSA-1037,3,2016/02/01,288,0,1164.00,0
KYSA-1037,3,2016/05/01,710,0,2691.28,0
KYSA-1037,3,2016/03/01,887,0,2975.80,0
KYSA-1037,3,2017/12/01,973,0,3273.70,0
KYSA-1037,3,2017/10/01,3110,0,11108.40,0
KYSA-1037,3,2017/07/01,631,0,2091.60,0
KYSA-1037,3,2016/01/01,372,0,1454.40,0
KYSA-1037,9,2016/05/01,-12,0,-48.00,0
KYSA-1037,9,2016/09/01,-12,0,-48.00,0
KYSA-1037,9,2016/10/01,-12,0,-48.00,0
KYSA-1037,9,2016/06/01,-12,0,-48.00,0
KYSA-1047,3,2016/04/01,540,0,2025.00,0
KYSA-1047,3,2016/02/01,480,0,1800.00,0
KYSA-1047,3,2016/06/01,480,0,1800.00,0
KYSA-1047,3,2017/01/01,6,0,.00,0
KYSA-1047,3,2016/03/01,60,0,225.00,0
LAD01R,3,2016/03/01,1200,0,576.00,0
LAD01R,3,2017/09/01,1500,0,720.00,0
LAD01R,3,2017/05/01,1200,0,576.00,0
LBBK-1191,3,2017/02/01,20,0,200.00,0
LBBK-1191,3,2016/11/01,53,0,548.00,0
LBBK-1191,3,2017/12/01,0,0,.00,0
LBBK-1191,3,2016/09/01,456,0,4680.00,0
LBBK-1191,3,2016/08/01,60,0,336.00,0
LBBK-1191,3,2017/10/01,16,0,160.00,0
LBBK-1191,3,2017/09/01,60,0,600.00,0
LBBK-1191,3,2017/04/01,24,0,200.00,0
LBBK-1191,3,2017/03/01,36,0,360.00,0
LBBK-1191,3,2017/01/01,0,0,.00,0
LBBK-1191,3,2017/05/01,8,0,80.00,0
LBBK-1191,3,2017/08/01,24,0,240.00,0
LBBK-1191,3,2017/07/01,20,0,200.00,0
LBBK-1191,3,2018/01/01,0,0,.00,0
LBBK-1191,3,2016/12/01,207,0,2144.40,0
LBBK-1191,3,2016/10/01,13,0,.00,0
LID01R,3,2017/02/01,2000,0,100.00,0
LID01R,3,2017/12/01,1250,0,62.50,0
LID02R,3,2017/12/01,3500,0,175.00,0
LID02R,3,2016/03/01,1000,0,50.00,0
LID02R,3,2017/02/01,1000,0,50.00,0
LID02R,3,2017/05/01,1000,0,50.00,0
MCHF-1280,3,2017/07/01,2400,0,10800.00,0
MFBR-PBK,3,2016/12/01,264,0,.00,0
MFBR-PBK,3,2016/07/01,24,0,.00,0
MFBR-PBK,3,2016/05/01,48,0,.00,0
MFBR-PBK,3,2016/03/01,264,0,132.00,0
MPCB-PBK,3,2017/03/01,72,0,36.00,0
MPCB-PBK,3,2016/03/01,264,0,132.00,0
MTEA-1225,3,2016/09/01,2300,0,17825.00,0
MTEA-1225,3,2016/12/01,14,0,.00,0
MTUG-1250,3,2016/12/01,12,0,.00,0
MTUG-1250,3,2016/11/01,3500,0,10500.00,0
MVP1-1165,2,2016/11/01,1,0,6.00,0
MVP1-1165,3,2016/11/01,1375,0,12458.00,0
MVP1-1165,3,2017/09/01,1743,0,15620.48,0
MVP1-1165,3,2017/12/01,312,0,3056.00,0
MVP1-1165,3,2016/05/01,134,0,1291.60,0
MVP1-1165,3,2016/08/01,2915,0,29365.60,0
MVP1-1165,3,2018/01/01,330,0,2650.00,0
MVP1-1165,3,2017/08/01,754,0,6834.40,0
MVP1-1165,3,2017/10/01,2338,0,21859.12,0
MVP1-1165,3,2017/01/01,400,0,3629.60,0
MVP1-1165,3,2017/04/01,672,0,6517.20,0
MVP1-1165,3,2016/06/01,1072,0,11316.00,0
MVP1-1165,3,2017/06/01,1780,0,17647.20,0
MVP1-1165,3,2017/07/01,844,0,7369.08,0
MVP1-1165,3,2017/11/01,1648,0,16718.00,0
MVP1-1165,3,2017/03/01,521,0,4721.60,0
MVP1-1165,3,2016/09/01,858,0,7724.00,0
MVP1-1165,3,2016/12/01,259,0,2492.00,0
MVP1-1165,3,2016/10/01,2457,0,23208.00,0
MVP1-1165,3,2017/02/01,1192,0,11716.00,0
MVP1-1165,3,2017/05/01,728,0,7106.00,0
MVP1-1165,3,2016/07/01,1436,0,12962.00,0
MVP1-1165,3,2018/02/01,297,0,2662.75,0
MVP1-1165,9,2017/09/01,-4,0,-42.00,0
MVP1-1165,9,2016/11/01,-8,0,-84.00,0
MVT1-1164,3,2017/02/01,24,0,60.00,0
MVT1-1164,3,2017/09/01,984,0,2364.00,0
MVT1-1164,3,2016/07/01,360,0,903.60,0
MVT1-1164,3,2017/01/01,24,0,.00,0
MVT1-1164,3,2017/05/01,768,0,1875.60,0
MVT1-1164,3,2017/11/01,1008,0,2566.80,0
MVT1-1164,3,2017/04/01,2232,0,5606.40,0
MVT1-1164,3,2017/10/01,1296,0,3334.80,0
MVT1-1164,3,2016/05/01,384,0,976.20,0
MVT1-1164,3,2016/08/01,888,0,1920.00,0
MVT1-1164,3,2016/10/01,2592,0,6699.60,0
MVT1-1164,3,2016/11/01,1297,0,3380.65,0
MVT1-1164,3,2017/07/01,1560,0,3615.60,0
MVT1-1164,3,2017/08/01,1176,0,2959.20,0
MVT1-1164,3,2016/06/01,696,0,1752.00,0
MVT1-1164,3,2017/12/01,0,0,.00,0
MVT1-1164,3,2018/02/01,504,0,1200.00,0
MVT1-1164,3,2016/09/01,360,0,900.00,0
MVT1-1164,3,2017/06/01,1056,0,2325.60,0
MVT1-1164,3,2017/03/01,768,0,1752.00,0
MVT1-1164,3,2018/01/01,360,0,903.60,0
MVT1-1164,9,2017/02/01,-133,0,-352.45,0
MVT1-1164,9,2017/01/01,-60,0,-159.00,0
MVT1-1164,9,2017/05/01,-4,0,-10.60,0
MVT1-1164,9,2016/09/01,-24,0,-63.60,0
MVT1-1164,9,2017/03/01,-24,0,-63.60,0
MVT1-1164,9,2017/08/01,-35,0,-89.15,0
MVT1-1164,9,2016/11/01,-72,0,-187.20,0
MWTC-1249,3,2016/11/01,2300,0,11040.00,0
PBCC-1195,3,2017/10/01,1820,0,20475.00,0
PBCC-1195,3,2017/06/01,1104,0,12420.00,0
PBCC-1195,3,2017/03/01,632,0,7110.00,0
PBCC-1195,3,2016/08/01,236,0,2950.00,0
PBCC-1195,3,2017/11/01,184,0,2070.00,0
PBCC-1195,3,2017/12/01,152,0,1710.00,0
PBCC-1195,3,2017/01/01,952,0,10710.00,0
PBCC-1195,3,2016/07/01,192,0,2160.00,0
PBCC-1195,3,2016/12/01,32,0,360.00,0
PBCC-1195,3,2016/09/01,532,0,6650.00,0
PBCC-1195,3,2016/05/01,8,0,.00,0
PBCC-1195,3,2017/09/01,1000,0,11250.00,0
PBCC-1195,3,2017/07/01,148,0,1665.00,0
PBCC-1195,3,2016/06/01,4,0,50.00,0
PBTA-1049,3,2017/05/01,132,0,1683.00,0
PBTA-1049,3,2017/10/01,1770,0,22567.50,0
PBTA-1049,3,2017/02/01,234,0,2983.50,0
PBTA-1049,3,2017/08/01,750,0,9562.50,0
PBTA-1049,3,2016/07/01,1152,0,14688.00,0
PBTA-1049,3,2016/08/01,486,0,6196.50,0
PBTA-1049,3,2017/04/01,882,0,11245.50,0
PBTA-1049,3,2017/07/01,972,0,12393.00,0
PBTA-1049,3,2017/01/01,300,0,3825.00,0
PBTA-1049,3,2016/12/01,300,0,3825.00,0
PBTA-1049,3,2016/03/01,336,0,4284.00,0
PBTA-1049,3,2018/01/01,9,0,.00,0
PBTA-1049,3,2016/04/01,1158,0,14764.50,0
PBTA-1049,3,2016/01/01,600,0,7650.00,0
PBTA-1049,3,2016/11/01,600,0,7497.00,0
PBTA-1049,3,2016/09/01,894,0,11398.50,0
PBTA-1049,3,2017/06/01,1602,0,20425.50,0
PBTA-1049,3,2017/12/01,504,0,6426.00,0
PBTA-1049,3,2017/09/01,3306,0,42151.50,0
PBTA-1049,3,2016/06/01,1002,0,12775.50,0
PBTA-1049,3,2016/05/01,1158,0,14764.50,0
PBTA-1049,3,2016/10/01,3,0,.00,0
PBTA-1049,3,2016/02/01,558,0,7114.50,0
PFIR-1156,2,2016/12/01,-4,0,-100.00,0
PFIR-1156,3,2016/08/01,1446,0,32525.33,0
PFIR-1156,3,2017/04/01,356,0,7675.00,0
PFIR-1156,3,2016/11/01,4071,0,97450.16,0
PFIR-1156,3,2017/11/01,1088,0,20500.36,0
PFIR-1156,3,2017/10/01,1040,0,20973.84,0
PFIR-1156,3,2016/12/01,2793,0,72700.00,0
PFIR-1156,3,2017/07/01,420,0,8984.00,0
PFIR-1156,3,2017/12/01,708,0,19116.00,0
PFIR-1156,3,2017/02/01,152,0,3810.00,0
PFIR-1156,3,2017/09/01,747,0,16250.25,0
PFIR-1156,3,2017/01/01,292,0,5288.00,0
PFIR-1156,3,2017/08/01,771,0,16638.50,0
PFIR-1156,3,2018/02/01,5,0,135.00,0
PFIR-1156,3,2017/05/01,152,0,3612.00,0
PFIR-1156,3,2016/10/01,6377,0,108637.20,0
PFIR-1156,3,2016/07/01,2597,0,52051.67,0
PFIR-1156,3,2017/03/01,561,0,11465.92,0
PFIR-1156,3,2016/04/01,4,0,100.00,0
PFIR-1156,3,2018/01/01,2,0,.00,0
PFIR-1156,3,2016/06/01,1208,0,32400.00,0
PFIR-1156,3,2016/05/01,0,0,.00,0
PFIR-1156,3,2017/06/01,116,0,2601.00,0
PFIR-1156,3,2016/09/01,1394,0,29663.00,0
PFIR-1156,9,2016/10/01,-4,0,-100.00,0
PFIR-1156,9,2017/03/01,-1,0,-26.25,0
PFIR-1156,9,2017/02/01,-1,0,-26.25,0
PFIR-1156,9,2016/11/01,-12,0,-305.00,0
PFIR-1156,9,2016/09/01,-20,0,-200.00,0
PFRM-1158,3,2018/02/01,172,0,4195.40,0
PFRM-1158,3,2018/01/01,820,0,21758.00,0
PFRM-1158,3,2017/03/01,613,0,13713.92,0
PFRM-1158,3,2017/02/01,289,0,6974.00,0
PFRM-1158,3,2017/05/01,308,0,6471.00,0
PFRM-1158,3,2017/04/01,336,0,7715.00,0
PFRM-1158,3,2016/06/01,748,0,20196.00,0
PFRM-1158,3,2017/12/01,284,0,7473.00,0
PFRM-1158,3,2017/10/01,4014,0,96852.84,0
PFRM-1158,3,2017/09/01,2092,0,52943.45,0
PFRM-1158,3,2017/06/01,132,0,2993.00,0
PFRM-1158,3,2017/01/01,1176,0,27718.00,0
PFRM-1158,3,2016/12/01,1281,0,32896.00,0
PFRM-1158,3,2016/11/01,6771,0,156160.16,0
PFRM-1158,3,2016/08/01,1442,0,33189.15,0
PFRM-1158,3,2016/05/01,4,0,100.00,0
PFRM-1158,3,2017/11/01,2577,0,60796.95,0
PFRM-1158,3,2016/10/01,3717,0,77190.00,0
PFRM-1158,3,2017/07/01,573,0,11791.00,0
PFRM-1158,3,2016/09/01,2546,0,56331.00,0
PFRM-1158,3,2016/04/01,4,0,100.00,0
PFRM-1158,3,2017/08/01,1299,0,31648.50,0
PFRM-1158,3,2016/07/01,3428,0,71204.75,0
PFRM-1158,9,2016/11/01,-32,0,-805.00,0
PFRM-1158,9,2016/09/01,-4,0,-100.00,0
PFRM-1158,9,2017/02/01,-1,0,-26.25,0
PFRM-1158,9,2016/12/01,-4,0,-100.00,0
PHSE-1239,2,2017/11/01,-1,0,-25.00,0
PHSE-1239,3,2017/11/01,4818,0,135172.58,0
PHSE-1239,3,2017/06/01,4,0,100.00,0
PHSE-1239,3,2017/08/01,1824,0,41827.25,0
PHSE-1239,3,2017/09/01,807,0,16147.50,0
PHSE-1239,3,2017/05/01,4,0,100.00,0
PHSE-1239,3,2017/03/01,0,0,.00,0
PHSE-1239,3,2017/02/01,0,0,.00,0
PHSE-1239,3,2017/01/01,0,0,.00,0
PHSE-1239,3,2017/07/01,0,0,.00,0
PHSE-1239,3,2017/04/01,0,0,.00,0
PHSE-1239,3,2017/10/01,2210,0,42365.24,0
PHSE-1239,3,2017/12/01,760,0,15215.20,0
PHSE-1239,3,2018/01/01,290,0,5372.00,0
PHSE-1239,3,2018/02/01,36,0,800.00,0
PHSE-1239,9,2018/01/01,-2,0,-52.50,0
PLT01R,3,2016/12/01,3500,0,1330.00,0
PLT01R,3,2016/03/01,8000,0,3040.00,0
PLT01R,3,2017/08/01,8000,0,3040.00,0
PLT01R,3,2017/12/01,8000,0,3040.00,0
PLT01R,3,2017/03/01,8000,0,3040.00,0
PLTA-1539,3,2018/01/01,8,0,54.80,0
PLTA-1539,3,2016/11/01,16,0,104.00,0
PLTA-1539,3,2017/07/01,8,0,54.80,0
PLTA-1539,3,2016/05/01,24,0,130.79,0
PLTA-1539,3,2016/01/01,8,0,52.00,0
PLTA-1539,3,2016/06/01,8,0,54.80,0
PLTA-1539,3,2016/09/01,32,0,213.60,0
PLTA-1539,3,2017/01/01,16,0,109.60,0
PLTA-1539,3,2017/03/01,8,0,54.80,0
PLTA-1539,3,2016/04/01,24,0,164.40,0
PLTA-1539,3,2016/02/01,32,0,210.80,0
PLTA-1539,3,2017/06/01,8,0,54.80,0
PLTA-1539,3,2017/04/01,16,0,106.80,0
PLTA-1539,3,2017/11/01,40,0,.00,0
PLTA-1539,3,2016/03/01,40,0,268.40,0
PLTA-1539,9,2017/01/01,-1,0,-6.85,0
PLTB-1508,3,2016/06/01,64,0,400.40,0
PLTB-1508,3,2016/08/01,112,0,728.00,0
PLTB-1508,3,2016/01/01,72,0,468.00,0
PLTB-1508,3,2016/09/01,104,0,676.00,0
PLTB-1508,3,2017/02/01,0,0,.00,0
PLTB-1508,3,2016/03/01,80,0,520.00,0
PLTB-1508,3,2016/07/01,46,0,287.98,0
PLTB-1508,3,2016/02/01,96,0,624.00,0
PLTB-1508,3,2016/05/01,88,0,572.00,0
PLTB-1508,3,2017/01/01,0,0,.00,0
PLTB-1508,3,2016/04/01,24,0,156.00,0
PLTG-1553,3,2017/10/01,0,0,.00,0
PLTG-1553,3,2016/01/01,48,0,312.00,0
PLTG-1553,3,2017/01/01,0,0,.00,0
PLTG-1553,3,2016/04/01,24,0,156.00,0
PLTG-1553,3,2016/06/01,80,0,504.40,0
PLTG-1553,3,2016/05/01,32,0,156.00,0
PLTG-1553,3,2016/07/01,48,0,306.80,0
PLTG-1553,3,2016/02/01,48,0,312.00,0
PLTG-1553,3,2017/02/01,0,0,.00,0
PLTG-1553,3,2016/03/01,112,0,728.00,0
PLTO-1547,3,2016/04/01,8,0,52.00,0
PLTO-1547,3,2016/01/01,8,0,52.00,0
PLTO-1547,3,2016/12/01,32,0,208.00,0
PLTO-1547,3,2016/06/01,40,0,244.40,0
PLTO-1547,3,2016/09/01,72,0,468.00,0
PLTO-1547,3,2016/07/01,24,0,150.80,0
PLTO-1547,3,2016/03/01,24,0,156.00,0
PLTO-1547,3,2017/01/01,8,0,52.00,0
PLTO-1547,3,2016/11/01,64,0,416.00,0
PLTO-1547,3,2016/10/01,40,0,260.00,0
PLTO-1547,3,2016/02/01,16,0,104.00,0
PLTO-1547,3,2016/08/01,24,0,124.80,0
PLTY-1548,3,2016/03/01,40,0,260.00,0
PLTY-1548,3,2016/02/01,8,0,52.00,0
PLTY-1548,3,2016/01/01,16,0,104.00,0
PLTY-1548,3,2016/08/01,24,0,156.00,0
PLTY-1548,3,2016/12/01,8,0,52.00,0
PLTY-1548,3,2016/04/01,32,0,208.00,0
PLTY-1548,3,2017/03/01,0,0,.00,0
PLTY-1548,3,2016/07/01,16,0,98.80,0
PLTY-1548,3,2016/06/01,40,0,244.40,0
PLTY-1548,3,2016/10/01,16,0,104.00,0
PLTY-1548,3,2016/05/01,16,0,104.00,0
PLTY-1548,3,2016/09/01,24,0,156.00,0
PMVF-1081,9,2017/02/01,-3,0,-30.00,0
POP03,3,2017/04/01,1,0,.00,0
POP04,3,2016/10/01,4,0,.00,0
POP04,3,2016/07/01,50,0,.00,0
POP04,3,2017/01/01,1,0,.00,0
POP04,3,2017/02/01,30,0,.00,0
POP04,3,2017/04/01,2,0,.00,0
POP04,3,2016/08/01,2,0,.00,0
POP04,3,2016/05/01,0,0,.00,0
POP04,3,2016/02/01,1,0,.00,0
POP04,3,2016/03/01,1,0,.00,0
POP04,3,2016/06/01,20,0,.00,0
POP04,3,2016/09/01,3,0,.00,0
POP04,3,2017/07/01,2,0,.00,0
POP04,3,2017/08/01,1,0,.00,0
POT01R,3,2017/08/01,2000,0,2000.00,0
POT01R,3,2016/03/01,2000,0,2000.00,0
POT01R,3,2017/12/01,2000,0,2000.00,0
POT01R,3,2017/05/01,2000,0,2000.00,0
POT01R,3,2016/12/01,1000,0,1000.00,0
PTRB-1153,3,2016/10/01,2428,0,15231.36,0
PTRB-1153,3,2016/09/01,3174,0,18034.08,0
PTRB-1153,3,2017/01/01,144,0,1017.60,0
PTRB-1153,3,2017/03/01,537,0,2902.88,0
PTRB-1153,3,2017/05/01,290,0,2171.20,0
PTRB-1153,3,2017/06/01,371,0,2139.60,0
PTRB-1153,3,2017/10/01,2500,0,15307.12,0
PTRB-1153,3,2017/11/01,2576,0,21628.88,0
PTRB-1153,3,2017/07/01,283,0,2069.44,0
PTRB-1153,3,2017/08/01,704,0,5155.68,0
PTRB-1153,3,2018/02/01,44,0,336.60,0
PTRB-1153,3,2016/07/01,1385,0,9272.40,0
PTRB-1153,3,2017/04/01,184,0,1630.80,0
PTRB-1153,3,2017/09/01,1635,0,9913.52,0
PTRB-1153,3,2016/05/01,216,0,1713.80,0
PTRB-1153,3,2017/02/01,97,0,735.20,0
PTRB-1153,3,2016/11/01,1464,0,11781.68,0
PTRB-1153,3,2018/01/01,287,0,1486.56,0
PTRB-1153,3,2017/12/01,3128,0,27942.64,0
PTRB-1153,3,2016/08/01,1159,0,6726.08,0
PTRB-1153,3,2016/12/01,1036,0,8937.28,0
PTRB-1153,3,2016/06/01,313,0,2414.80,0
PTRB-1153,9,2017/09/01,-6,0,-47.40,0
PTRB-1153,9,2016/09/01,-8,0,-60.00,0
PTRB-1153,9,2017/01/01,-27,0,-203.70,0
PTRB-1153,9,2016/11/01,-16,0,-126.24,0
PTRB-1153,9,2017/02/01,-60,0,-473.24,0
PTRB-1153,9,2017/03/01,-26,0,-205.06,0
PZA1-1163,2,2016/11/01,3,0,12.00,0
PZA1-1163,3,2017/05/01,0,0,.00,0
PZA1-1163,3,2017/06/01,0,0,.00,0
PZA1-1163,3,2017/07/01,0,0,.00,0
PZA1-1163,3,2016/05/01,252,0,804.30,0
PZA1-1163,3,2017/10/01,0,0,.00,0
PZA1-1163,3,2017/04/01,0,0,.00,0
PZA1-1163,3,2017/01/01,0,0,.00,0
PZA1-1163,3,2016/10/01,792,0,5316.00,0
PZA1-1163,3,2017/08/01,0,0,.00,0
PZA1-1163,3,2017/02/01,0,0,.00,0
PZA1-1163,3,2016/09/01,336,0,1540.20,0
PZA1-1163,3,2016/06/01,192,0,1250.40,0
PZA1-1163,3,2017/09/01,0,0,.00,0
PZA1-1163,3,2016/08/01,414,0,2681.40,0
PZA1-1163,3,2017/03/01,0,0,.00,0
PZA1-1163,3,2016/11/01,468,0,2908.80,0
PZA1-1163,3,2016/07/01,552,0,2654.82,0
PZA1-1163,3,2017/11/01,0,0,.00,0
PZDT-1161,3,2016/05/01,88,0,546.20,0
PZDT-1161,3,2016/08/01,796,0,3607.80,0
PZDT-1161,3,2017/06/01,218,0,1455.70,0
PZDT-1161,3,2016/07/01,421,0,1897.26,0
PZDT-1161,3,2017/01/01,60,0,316.20,0
PZDT-1161,3,2017/08/01,744,0,4053.60,0
PZDT-1161,3,2017/07/01,0,0,.00,0
PZDT-1161,3,2018/02/01,0,0,.00,0
PZDT-1161,3,2016/06/01,840,0,5391.12,0
PZDT-1161,3,2016/11/01,1486,0,9811.10,0
PZDT-1161,3,2017/03/01,145,0,897.00,0
