"Item Code",Location,Period,"Sales Quantity","Cost of sales","Sales Value","Issues Quantity"
RACP-6XPK,3,2017/05/01,72,0,216.00,0
RACP-6XPK,3,2017/03/01,120,0,360.00,0
RACR-1478,2,2016/11/01,1,0,2.75,0
RACR-1478,3,2017/01/01,84,0,378.00,0
RACR-1478,3,2018/02/01,36,0,180.00,0
RACR-1478,3,2016/03/01,620,0,2032.80,0
RACR-1478,3,2016/02/01,60,0,282.00,0
RACR-1478,3,2017/02/01,73,0,324.00,0
RACR-1478,3,2017/10/01,1653,0,7740.78,0
RACR-1478,3,2017/12/01,6566,0,31813.85,0
RACR-1478,3,2018/01/01,253,0,902.40,0
RACR-1478,3,2016/06/01,264,0,1218.60,0
RACR-1478,3,2016/10/01,1211,0,5038.41,0
RACR-1478,3,2016/01/01,108,0,469.80,0
RACR-1478,3,2016/04/01,408,0,1471.20,0
RACR-1478,3,2016/09/01,888,0,3587.64,0
RACR-1478,3,2016/11/01,1416,0,6177.60,0
RACR-1478,3,2017/11/01,348,0,1491.12,0
RACR-1478,3,2016/12/01,349,0,1168.92,0
RACR-1478,3,2017/08/01,400,0,1572.33,0
RACR-1478,3,2017/09/01,449,0,1996.20,0
RACR-1478,3,2016/08/01,373,0,1785.36,0
RACR-1478,3,2017/07/01,279,0,942.00,0
RACR-1478,3,2016/05/01,551,0,2053.05,0
RACR-1478,3,2017/03/01,404,0,1408.92,0
RACR-1478,3,2017/04/01,84,0,369.96,0
RACR-1478,3,2017/05/01,456,0,1762.20,0
RACR-1478,3,2016/07/01,582,0,2139.18,0
RACR-1478,3,2017/06/01,591,0,2073.96,0
RACR-1478,9,2017/02/01,-7,0,-33.25,0
RACR-1478,9,2016/11/01,-12,0,-54.00,0
RACR-6XPK,3,2016/07/01,696,0,2018.40,0
RACR-6XPK,3,2016/02/01,60,0,270.00,0
RACT-1008,3,2017/07/01,324,0,1461.00,0
RACT-1008,3,2017/10/01,816,0,3114.00,0
RACT-1008,3,2017/12/01,5,0,27.50,0
RACT-1008,3,2018/01/01,312,0,1296.00,0
RACT-1008,3,2018/02/01,60,0,279.00,0
RACT-1008,3,2016/03/01,1056,0,3813.00,0
RACT-1008,3,2016/05/01,360,0,1641.61,0
RACT-1008,3,2016/07/01,2364,0,7524.00,0
RACT-1008,3,2016/06/01,528,0,2112.00,0
RACT-1008,3,2016/10/01,1212,0,4373.40,0
RACT-1008,3,2016/11/01,1704,0,5596.80,0
RACT-1008,3,2016/01/01,252,0,1158.00,0
RACT-1008,3,2016/09/01,1035,0,4394.40,0
RACT-1008,3,2016/12/01,1740,0,5624.40,0
RACT-1008,3,2017/02/01,240,0,1101.00,0
RACT-1008,3,2016/08/01,1009,0,3902.40,0
RACT-1008,3,2017/03/01,420,0,1938.00,0
RACT-1008,3,2017/04/01,1608,0,5385.00,0
RACT-1008,3,2017/09/01,720,0,2266.20,0
RACT-1008,3,2017/11/01,535,0,1531.30,0
RACT-1008,3,2016/02/01,1800,0,5700.00,0
RACT-1008,3,2016/04/01,1176,0,4866.60,0
RACT-1008,3,2017/06/01,228,0,1032.00,0
RACT-1008,3,2017/08/01,420,0,1905.00,0
RACT-1008,3,2017/01/01,204,0,876.00,0
RACT-1008,3,2017/05/01,396,0,1716.00,0
RACT-1008,9,2016/09/01,-12,0,-54.00,0
RACT-1008,9,2017/11/01,-12,0,-54.00,0
RACT-1008,9,2017/02/01,-6,0,-28.50,0
RBH1-1155,2,2016/09/01,4,0,-57.40,0
RBH1-1155,2,2016/12/01,4,0,-55.40,0
RBH1-1155,3,2016/10/01,5745,0,87456.80,0
RBH1-1155,3,2017/10/01,5992,0,91651.16,0
RBH1-1155,3,2016/09/01,4826,0,79351.32,0
RBH1-1155,3,2017/07/01,4301,0,74430.84,0
RBH1-1155,3,2016/06/01,8,0,140.00,0
RBH1-1155,3,2017/04/01,1572,0,23349.80,0
RBH1-1155,3,2017/06/01,3212,0,58665.04,0
RBH1-1155,3,2018/02/01,798,0,10957.38,0
RBH1-1155,3,2016/05/01,488,0,6973.92,0
RBH1-1155,3,2017/05/01,920,0,13827.04,0
RBH1-1155,3,2017/08/01,1760,0,28147.40,0
RBH1-1155,3,2016/12/01,2891,0,50598.20,0
RBH1-1155,3,2017/01/01,1032,0,16408.64,0
RBH1-1155,3,2017/12/01,3541,0,63867.48,0
RBH1-1155,3,2017/09/01,2520,0,36038.16,0
RBH1-1155,3,2016/11/01,4754,0,76047.88,0
RBH1-1155,3,2016/08/01,2485,0,38512.43,0
RBH1-1155,3,2018/01/01,1060,0,14625.84,0
RBH1-1155,3,2016/03/01,2716,0,42223.30,0
RBH1-1155,3,2017/03/01,1853,0,24863.04,0
RBH1-1155,3,2016/04/01,1456,0,23290.60,0
RBH1-1155,3,2016/02/01,1148,0,21180.60,0
RBH1-1155,3,2016/07/01,803,0,11591.99,0
RBH1-1155,3,2017/02/01,1252,0,17118.32,0
RBH1-1155,3,2017/11/01,2336,0,38668.92,0
RBH1-1155,9,2016/07/01,-8,0,-140.00,0
RBH1-1155,9,2017/02/01,-5,0,-91.92,0
RBH1-1155,9,2016/10/01,-4,0,-70.00,0
RBH1-1155,9,2016/03/01,4,0,70.00,0
RBH1-1155,9,2016/11/01,-20,0,-353.52,0
RBH1-1155,9,2016/09/01,-4,0,-70.00,0
RCEL-1066,2,2016/05/01,1,0,6.50,0
RCEL-1066,3,2017/03/01,405,0,2745.15,0
RCEL-1066,3,2017/04/01,934,0,6357.50,0
RCEL-1066,3,2016/09/01,600,0,3954.00,0
RCEL-1066,3,2016/10/01,480,0,3264.00,0
RCEL-1066,3,2017/06/01,192,0,1338.00,0
RCEL-1066,3,2017/08/01,192,0,1338.00,0
RCEL-1066,3,2017/11/01,420,0,2914.20,0
RCEL-1066,3,2016/07/01,179,0,986.90,0
RCEL-1066,3,2016/08/01,60,0,442.80,0
RCEL-1066,3,2017/05/01,660,0,4492.20,0
RCEL-1066,3,2017/09/01,245,0,1683.91,0
RCEL-1066,3,2016/02/01,732,0,5001.60,0
RCEL-1066,3,2016/04/01,140,0,779.80,0
RCEL-1066,3,2016/12/01,1032,0,5280.00,0
RCEL-1066,3,2017/02/01,0,0,.00,0
RCEL-1066,3,2016/03/01,271,0,1418.45,0
RCEL-1066,3,2016/11/01,674,0,4615.90,0
RCEL-1066,3,2017/10/01,1176,0,7926.00,0
RCEL-1066,3,2016/05/01,84,0,445.00,0
RCEL-1066,3,2017/07/01,112,0,610.20,0
RCEL-1066,3,2017/12/01,180,0,1098.00,0
RCEL-1066,3,2018/01/01,2,0,.00,0
RCEL-1066,3,2016/06/01,228,0,1422.60,0
RCEL-1066,3,2017/01/01,240,0,1680.00,0
RCEL-1066,3,2016/01/01,72,0,423.60,0
RCPG-1067,3,2016/09/01,171,0,1118.61,0
RCPG-1067,3,2017/03/01,93,0,595.35,0
RCPG-1067,3,2017/10/01,530,0,3508.20,0
RCPG-1067,3,2016/05/01,94,0,469.00,0
RCPG-1067,3,2016/07/01,83,0,468.85,0
RCPG-1067,3,2016/10/01,123,0,846.21,0
RCPG-1067,3,2017/01/01,192,0,1204.56,0
RCPG-1067,3,2017/04/01,547,0,1327.85,0
RCPG-1067,3,2017/07/01,52,0,312.00,0
RCPG-1067,3,2017/05/01,192,0,1336.20,0
RCPG-1067,3,2018/01/01,240,0,1089.12,0
RCPG-1067,3,2016/04/01,10,0,45.50,0
RCPG-1067,3,2017/06/01,84,0,564.00,0
RCPG-1067,3,2017/11/01,492,0,3069.00,0
RCPG-1067,3,2017/12/01,600,0,4020.00,0
RCPG-1067,3,2016/01/01,36,0,234.00,0
RCPG-1067,3,2016/02/01,324,0,2211.00,0
RCPG-1067,3,2016/03/01,117,0,598.95,0
RCPG-1067,3,2016/06/01,84,0,471.00,0
RCPG-1067,3,2016/11/01,468,0,3144.60,0
RCPG-1067,3,2016/12/01,228,0,1532.40,0
RCPG-1067,3,2017/02/01,25,0,164.40,0
RCPG-1067,3,2017/08/01,156,0,970.80,0
RCPG-1067,3,2017/09/01,105,0,759.44,0
RCPG-1067,3,2016/08/01,564,0,3700.80,0
RCSA-1069,2,2016/11/01,3,0,12.00,0
RCSA-1069,3,2017/09/01,168,0,1092.00,0
RCSA-1069,3,2016/07/01,252,0,1358.82,0
RCSA-1069,3,2017/08/01,445,0,2812.20,0
RCSA-1069,3,2017/12/01,84,0,390.00,0
RCSA-1069,3,2016/03/01,336,0,2184.00,0
RCSA-1069,3,2016/02/01,192,0,1248.00,0
RCSA-1069,3,2018/01/01,168,0,1092.00,0
RCSA-1069,3,2017/11/01,300,0,1968.00,0
RCSA-1069,3,2016/04/01,348,0,2321.40,0
RCSA-1069,3,2016/06/01,168,0,1094.40,0
RCSA-1069,3,2017/05/01,0,0,.00,0
RCSA-1069,3,2017/06/01,0,0,.00,0
RCSA-1069,3,2018/02/01,132,0,850.20,0
RCSA-1069,3,2016/01/01,168,0,1092.00,0
RCSA-1069,3,2017/07/01,504,0,3294.00,0
RCSA-1069,3,2017/02/01,0,0,.00,0
RCSA-1069,3,2017/01/01,0,0,.00,0
RCSA-1069,3,2017/10/01,204,0,1347.96,0
RCSA-1069,3,2016/05/01,168,0,985.20,0
RCSA-1069,3,2016/08/01,39,0,234.00,0
RCSA-1069,3,2017/03/01,0,0,.00,0
RCSA-1069,3,2017/04/01,12,0,78.00,0
RCSA-1069,9,2016/09/01,-12,0,-78.00,0
RCSA-1069,9,2017/11/01,-12,0,-78.00,0
RCTR-1068,3,2016/02/01,564,0,3855.00,0
RCTR-1068,3,2017/11/01,0,0,.00,0
RCTR-1068,3,2016/11/01,463,0,3039.05,0
RCTR-1068,3,2016/07/01,103,0,553.25,0
RCTR-1068,3,2017/07/01,268,0,1490.52,0
RCTR-1068,3,2016/05/01,97,0,517.00,0
RCTR-1068,3,2017/04/01,606,0,2654.70,0
RCTR-1068,3,2017/05/01,144,0,832.20,0
RCTR-1068,3,2017/08/01,250,0,1630.58,0
RCTR-1068,3,2017/09/01,169,0,1181.20,0
RCTR-1068,3,2016/03/01,622,0,3983.30,0
RCTR-1068,3,2016/10/01,146,0,943.66,0
RCTR-1068,3,2016/01/01,48,0,312.00,0
RCTR-1068,3,2017/12/01,0,0,.00,0
RCTR-1068,3,2016/06/01,108,0,622.80,0
RCTR-1068,3,2017/03/01,443,0,2567.29,0
RCTR-1068,3,2017/06/01,187,0,1217.33,0
RCTR-1068,3,2016/08/01,636,0,4222.80,0
RCTR-1068,3,2016/09/01,124,0,751.40,0
RCTR-1068,3,2017/01/01,240,0,1634.76,0
RCTR-1068,3,2017/02/01,228,0,1445.28,0
RCTR-1068,3,2016/12/01,698,0,4771.90,0
RCTR-1068,3,2016/04/01,31,0,187.85,0
RCTR-1068,3,2017/10/01,0,0,.00,0
RKTA-1041,2,2017/06/01,-4,0,-50.00,0
RKTA-1041,3,2018/01/01,8,0,100.00,0
RKTA-1041,3,2017/09/01,224,0,2822.60,0
RKTA-1041,3,2016/07/01,1124,0,10874.31,0
RKTA-1041,3,2016/05/01,356,0,4133.72,0
RKTA-1041,3,2016/02/01,412,0,4815.20,0
RKTA-1041,3,2017/03/01,296,0,3722.60,0
RKTA-1041,3,2016/08/01,756,0,9360.00,0
RKTA-1041,3,2017/05/01,380,0,4158.08,0
RKTA-1041,3,2016/01/01,388,0,4623.80,0
RKTA-1041,3,2016/04/01,464,0,5796.20,0
RKTA-1041,3,2016/12/01,504,0,4965.40,0
RKTA-1041,3,2017/08/01,788,0,8730.60,0
RKTA-1041,3,2017/10/01,1272,0,9219.48,0
RKTA-1041,3,2016/11/01,444,0,5549.64,0
RKTA-1041,3,2017/01/01,156,0,1714.00,0
RKTA-1041,3,2017/02/01,0,0,.00,0
RKTA-1041,3,2016/06/01,364,0,4550.24,0
RKTA-1041,3,2017/06/01,224,0,2823.00,0
RKTA-1041,3,2016/03/01,768,0,9143.00,0
RKTA-1041,3,2016/09/01,486,0,5872.20,0
RKTA-1041,3,2017/11/01,60,0,675.60,0
RKTA-1041,3,2016/10/01,840,0,10207.76,0
RKTA-1041,3,2017/07/01,220,0,2800.40,0
RKTA-1041,3,2017/12/01,344,0,4265.60,0
RKTA-1041,3,2017/04/01,748,0,9305.40,0
RKTA-1041,9,2017/02/01,-5,0,-65.75,0
RKTA-1041,9,2017/03/01,-10,0,-131.50,0
RKTA-1041,9,2016/11/01,-4,0,-50.00,0
RKTA-1041,9,2016/07/01,-8,0,-100.00,0
RKTA-1041,9,2017/05/01,-4,0,-50.00,0
RKTA-1041,9,2016/09/01,-18,0,-228.90,0
RKTB-1039,2,2016/11/01,1,0,7.50,0
RKTB-1039,3,2016/09/01,1246,0,11094.90,0
RKTB-1039,3,2016/11/01,3948,0,30450.32,0
RKTB-1039,3,2017/02/01,149,0,1466.00,0
RKTB-1039,3,2017/03/01,1040,0,8262.80,0
RKTB-1039,3,2017/12/01,708,0,9386.88,0
RKTB-1039,3,2016/12/01,305,0,3904.20,0
RKTB-1039,3,2016/07/01,198,0,1931.00,0
RKTB-1039,3,2017/01/01,724,0,4456.12,0
RKTB-1039,3,2017/09/01,1339,0,12537.75,0
RKTB-1039,3,2018/01/01,97,0,1279.92,0
RKTB-1039,3,2016/05/01,344,0,2612.52,0
RKTB-1039,3,2016/06/01,2072,0,11611.48,0
RKTB-1039,3,2016/08/01,809,0,6652.28,0
RKTB-1039,3,2017/07/01,429,0,4779.55,0
RKTB-1039,3,2016/04/01,1148,0,7084.18,0
RKTB-1039,3,2017/08/01,938,0,9234.50,0
RKTB-1039,3,2017/10/01,1896,0,19762.62,0
RKTB-1039,3,2018/02/01,0,0,.00,0
RKTB-1039,3,2016/02/01,2660,0,19671.54,0
RKTB-1039,3,2017/05/01,1044,0,8177.00,0
RKTB-1039,3,2016/01/01,2144,0,12197.76,0
RKTB-1039,3,2017/06/01,733,0,7915.75,0
RKTB-1039,3,2016/03/01,1093,0,13113.65,0
RKTB-1039,3,2016/10/01,1810,0,19250.98,0
RKTB-1039,3,2017/04/01,302,0,3115.70,0
RKTB-1039,3,2017/11/01,1368,0,17129.44,0
RKTB-1039,9,2017/02/01,-7,0,-92.05,0
RKTR-1040,3,2016/09/01,1877,0,21773.71,0
RKTR-1040,3,2016/07/01,1634,0,9320.46,0
RKTR-1040,3,2016/12/01,296,0,3060.40,0
RKTR-1040,3,2018/01/01,387,0,3426.89,0
RKTR-1040,3,2016/03/01,241,0,2396.75,0
RKTR-1040,3,2016/05/01,651,0,7460.27,0
RKTR-1040,3,2016/10/01,3487,0,30080.53,0
RKTR-1040,3,2017/04/01,200,0,2492.60,0
RKTR-1040,3,2017/05/01,168,0,1895.00,0
RKTR-1040,3,2017/10/01,2896,0,32376.66,0
RKTR-1040,3,2018/02/01,80,0,990.00,0
RKTR-1040,3,2017/09/01,2114,0,19487.41,0
RKTR-1040,3,2017/12/01,376,0,4346.40,0
RKTR-1040,3,2016/06/01,412,0,5070.04,0
RKTR-1040,3,2016/04/01,1106,0,12482.50,0
RKTR-1040,3,2017/07/01,430,0,2985.38,0
RKTR-1040,3,2017/01/01,104,0,1190.72,0
RKTR-1040,3,2017/02/01,674,0,4550.00,0
RKTR-1040,3,2017/03/01,525,0,3680.60,0
RKTR-1040,3,2017/11/01,1021,0,12143.59,0
RKTR-1040,3,2016/02/01,580,0,5212.50,0
RKTR-1040,3,2016/01/01,124,0,1550.00,0
RKTR-1040,3,2016/08/01,1008,0,10231.65,0
RKTR-1040,3,2016/11/01,2620,0,28694.48,0
RKTR-1040,3,2017/08/01,680,0,7408.65,0
RKTR-1040,3,2017/06/01,272,0,2754.16,0
RKTR-1040,9,2018/01/01,-1,0,-13.15,0
RKTR-1040,9,2016/06/01,-4,0,-50.00,0
RKTR-1040,9,2017/02/01,-14,0,-184.10,0
RKTR-1040,9,2017/07/01,-4,0,-50.00,0
RTK01R,2,2016/05/01,6,0,99.00,0
RTK01R,2,2016/11/01,1,0,8.25,0
RTK01R,3,2017/11/01,2588,0,32978.64,0
RTK01R,3,2017/09/01,2514,0,36046.38,0
RTK01R,3,2018/02/01,392,0,4996.80,0
RTK01R,3,2017/08/01,2527,0,28044.30,0
RTK01R,3,2018/01/01,81,0,855.00,0
RTK01R,3,2017/05/01,2832,0,34986.84,0
RTK01R,3,2017/04/01,1404,0,18212.40,0
RTK01R,3,2016/12/01,1053,0,11925.30,0
RTK01R,3,2016/06/01,1650,0,21715.28,0
RTK01R,3,2016/01/01,1194,0,16534.80,0
RTK01R,3,2016/10/01,6042,0,71914.80,0
RTK01R,3,2016/09/01,3698,0,48039.60,0
RTK01R,3,2017/06/01,2577,0,31770.30,0
RTK01R,3,2017/02/01,506,0,5628.60,0
RTK01R,3,2017/01/01,3594,0,49389.00,0
RTK01R,3,2017/03/01,2341,0,28305.90,0
RTK01R,3,2017/07/01,1299,0,15071.40,0
RTK01R,3,2017/10/01,4876,0,57892.26,0
RTK01R,3,2017/12/01,5981,0,84360.00,0
RTK01R,3,2016/03/01,3723,0,46189.50,0
RTK01R,3,2016/08/01,3081,0,37591.80,0
RTK01R,3,2016/04/01,3875,0,40905.90,0
RTK01R,3,2016/07/01,3811,0,41824.27,0
RTK01R,3,2016/11/01,5434,0,68832.00,0
RTK01R,3,2016/02/01,1578,0,21874.20,0
RTK01R,3,2016/05/01,2792,0,32904.44,0
RTK01R,9,2016/09/01,-7,0,-102.90,0
RTK01R,9,2017/03/01,-12,0,-176.40,0
RTK01R,9,2016/11/01,-6,0,-84.00,0
RTK01R,9,2017/02/01,-23,0,-338.10,0
RTK01R,9,2016/10/01,-2,0,-29.40,0
RTK01R,9,2016/07/01,-6,0,-84.00,0
RTKGB-1291,3,2017/11/01,1212,0,18535.50,0
RTKGB-1291,3,2018/01/01,1,0,.00,0
RTKGB-1291,3,2017/08/01,18,0,.00,0
RTKGB-1291,3,2017/12/01,282,0,5287.50,0
RTKGB-1291,3,2017/09/01,1066,0,9845.44,0
RTKGB-1291,3,2017/10/01,2545,0,33870.90,0
SBBK-1187,3,2016/07/01,0,0,.00,0
SBBK-1187,3,2016/05/01,0,0,.00,0
SBBK-1187,3,2016/08/01,0,0,.00,0
SBLA-1532,3,2016/04/01,216,0,798.00,0
SBLA-1532,3,2016/01/01,12,0,44.40,0
SBLA-1532,3,2017/05/01,60,0,214.80,0
SBLA-1532,3,2016/11/01,72,0,254.40,0
SBLA-1532,3,2017/01/01,48,0,88.80,0
SBLA-1532,3,2016/07/01,36,0,128.40,0
SBLA-1532,3,2016/08/01,60,0,214.80,0
SBLA-1532,3,2016/09/01,36,0,130.80,0
SBLA-1532,3,2016/06/01,24,0,84.00,0
SBLA-1532,3,2017/02/01,48,0,170.40,0
SBLA-1532,3,2017/03/01,84,0,306.00,0
SBLA-1532,3,2016/02/01,108,0,382.80,0
SBLA-1532,3,2016/05/01,72,0,251.42,0
SBLA-1532,3,2016/10/01,72,0,254.40,0
SBLA-1532,3,2017/04/01,108,0,387.60,0
SBLA-1532,3,2016/03/01,108,0,405.60,0
SBLA-1532,9,2016/09/01,-3,0,-11.10,0
SBLB-2129,3,2016/05/01,72,0,252.00,0
SBLB-2129,3,2016/03/01,24,0,84.00,0
SBLB-2129,3,2016/02/01,108,0,378.00,0
SBLB-2129,3,2016/08/01,108,0,372.00,0
SBLB-2129,3,2017/08/01,12,0,42.00,0
SBLB-2129,3,2016/12/01,84,0,294.00,0
SBLB-2129,3,2016/06/01,132,0,449.40,0
SBLB-2129,3,2016/07/01,72,0,247.80,0
SBLB-2129,3,2016/09/01,60,0,210.00,0
SBLB-2129,3,2016/10/01,36,0,126.00,0
SBLB-2129,3,2016/11/01,60,0,168.00,0
SBLB-2129,3,2017/02/01,60,0,198.00,0
SBLB-2129,3,2016/04/01,72,0,252.00,0
SBLB-2129,3,2017/01/01,144,0,504.00,0
SBLB-2129,3,2017/03/01,60,0,210.00,0
SBLG-2128,3,2017/02/01,0,0,.00,0
SBLG-2128,3,2017/10/01,0,0,.00,0
SBLG-2128,3,2016/01/01,72,0,252.00,0
SBLG-2128,3,2016/05/01,72,0,252.00,0
SBLG-2128,3,2016/08/01,168,0,582.00,0
SBLG-2128,3,2016/10/01,120,0,420.00,0
SBLG-2128,3,2017/04/01,0,0,.00,0
SBLG-2128,3,2016/09/01,108,0,378.00,0
SBLG-2128,3,2016/11/01,72,0,210.00,0
SBLG-2128,3,2016/04/01,144,0,513.60,0
SBLG-2128,3,2016/02/01,84,0,294.00,0
SBLG-2128,3,2016/06/01,168,0,571.20,0
SBLG-2128,3,2016/07/01,96,0,331.80,0
SBLG-2128,3,2017/09/01,0,0,.00,0
SBLG-2128,3,2016/12/01,156,0,546.00,0
SBLG-2128,3,2017/01/01,48,0,168.00,0
SBLG-2128,3,2016/03/01,132,0,464.40,0
SBLG-2128,9,2016/09/01,-13,0,-48.10,0
SBLG-2128,9,2016/06/01,-3,0,-11.10,0
SBLO-1533,3,2017/06/01,120,0,420.00,0
SBLO-1533,3,2016/03/01,24,0,84.00,0
SBLO-1533,3,2016/06/01,72,0,239.40,0
SBLO-1533,3,2016/08/01,72,0,246.00,0
SBLO-1533,3,2016/12/01,24,0,84.00,0
SBLO-1533,3,2016/09/01,72,0,258.00,0
SBLO-1533,3,2017/01/01,24,0,84.00,0
SBLO-1533,3,2016/02/01,72,0,252.00,0
SBLO-1533,3,2016/05/01,12,0,42.00,0
SBLO-1533,3,2016/07/01,12,0,37.80,0
SBLO-1533,3,2016/10/01,48,0,168.00,0
SBLO-1533,3,2017/02/01,36,0,114.00,0
SBLO-1533,3,2017/03/01,49,0,168.00,0
SBLO-1533,3,2017/04/01,24,0,84.00,0
SBLO-1533,3,2017/05/01,60,0,210.00,0
SBLO-1533,3,2016/11/01,36,0,84.00,0
SBLO-1533,3,2017/07/01,36,0,123.84,0
SBLY-2127,3,2017/02/01,48,0,156.00,0
SBLY-2127,3,2016/12/01,36,0,126.00,0
SBLY-2127,3,2016/04/01,36,0,126.00,0
SBLY-2127,3,2016/02/01,60,0,210.00,0
SBLY-2127,3,2016/11/01,72,0,210.00,0
SBLY-2127,3,2017/01/01,48,0,168.00,0
SBLY-2127,3,2016/01/01,60,0,210.00,0
SBLY-2127,3,2017/06/01,12,0,42.00,0
SBLY-2127,3,2016/03/01,120,0,420.00,0
SBLY-2127,3,2016/07/01,60,0,205.80,0
SBLY-2127,3,2016/10/01,60,0,210.00,0
SBLY-2127,3,2016/06/01,48,0,155.40,0
SBLY-2127,3,2016/08/01,36,0,120.00,0
SBLY-2127,3,2016/09/01,48,0,174.00,0
SBLY-2127,3,2017/03/01,0,0,.00,0
SCBK-1190,3,2017/08/01,49,0,620.00,0
SCBK-1190,3,2016/11/01,129,0,1421.52,0
SCBK-1190,3,2017/02/01,16,0,200.00,0
SCBK-1190,3,2016/10/01,158,0,1893.60,0
SCBK-1190,3,2017/01/01,16,0,100.00,0
SCBK-1190,3,2017/06/01,16,0,210.00,0
SCBK-1190,3,2018/01/01,5,0,50.00,0
SCBK-1190,3,2017/05/01,16,0,200.00,0
SCBK-1190,3,2017/03/01,64,0,830.00,0
SCBK-1190,3,2017/07/01,40,0,500.00,0
SCBK-1190,3,2016/12/01,458,0,5970.60,0
SCBK-1190,3,2016/09/01,832,0,10489.76,0
SCBK-1190,3,2016/08/01,32,0,368.20,0
SCBK-1190,3,2017/12/01,384,0,5041.80,0
SCBK-1190,3,2017/10/01,57,0,700.00,0
SCBK-1190,3,2017/11/01,48,0,518.48,0
SCBK-1190,3,2017/04/01,40,0,442.52,0
SCBK-1190,3,2017/09/01,68,0,850.00,0
SCDP-1270,3,2017/12/01,576,0,3744.00,0
SCDP-1270,3,2017/07/01,2382,0,15483.00,0
SCDP-1270,3,2017/08/01,72,0,468.00,0
SCDP-1270,3,2018/01/01,360,0,2340.00,0
SCDP-1270,3,2017/09/01,144,0,936.00,0
SCHY-1009,2,2016/05/01,6,0,99.00,0
SCHY-1009,2,2016/11/01,1,0,8.25,0
SCHY-1009,2,2016/12/01,-6,0,-84.00,0
SCHY-1009,3,2016/02/01,870,0,10702.80,0
SCHY-1009,3,2017/02/01,379,0,5246.40,0
SCHY-1009,3,2016/10/01,3603,0,38285.10,0
SCHY-1009,3,2018/02/01,180,0,2285.40,0
SCHY-1009,3,2017/09/01,1285,0,16508.76,0
SCHY-1009,3,2017/08/01,1804,0,24127.80,0
SCHY-1009,3,2016/11/01,2551,0,34561.00,0
SCHY-1009,3,2017/10/01,4604,0,59621.28,0
SCHY-1009,3,2016/07/01,1836,0,22880.47,0
SCHY-1009,3,2016/09/01,2602,0,32827.70,0
SCHY-1009,3,2018/01/01,813,0,9444.24,0
SCHY-1009,3,2017/06/01,254,0,2431.50,0
SCHY-1009,3,2016/08/01,2408,0,28461.60,0
SCHY-1009,3,2017/05/01,1970,0,25425.74,0
SCHY-1009,3,2017/04/01,619,0,7926.40,0
SCHY-1009,3,2016/12/01,1190,0,15865.80,0
SCHY-1009,3,2016/04/01,1241,0,13722.50,0
SCHY-1009,3,2016/06/01,1710,0,18361.20,0
SCHY-1009,3,2017/11/01,1923,0,26328.12,0
SCHY-1009,3,2016/05/01,854,0,10027.62,0
SCHY-1009,3,2017/12/01,8100,0,119097.90,0
SCHY-1009,3,2017/07/01,1965,0,23472.00,0
SCHY-1009,3,2017/03/01,780,0,10660.00,0
SCHY-1009,3,2016/01/01,252,0,3258.00,0
SCHY-1009,3,2016/03/01,1308,0,15210.60,0
SCHY-1009,3,2017/01/01,504,0,5832.60,0
SCHY-1009,9,2016/09/01,-6,0,-84.00,0
SCHY-1009,9,2017/03/01,-14,0,-205.80,0
SCHY-1009,9,2017/02/01,-14,0,-205.80,0
SCHY-1009,9,2016/10/01,-2,0,-29.40,0
SDFIR-2016,3,2017/02/01,31,0,.00,0
SDFIR-2016,3,2016/10/01,139,0,.00,0
SDFIR-2016,3,2017/05/01,7,0,.00,0
SDFIR-2016,3,2017/10/01,3,0,.00,0
SDFIR-2016,3,2017/09/01,5,0,.00,0
SDFIR-2016,3,2016/08/01,0,0,.00,0
SDFIR-2016,3,2017/08/01,12,0,.00,0
SDFIR-2016,3,2017/03/01,32,0,.00,0
SDFIR-2016,3,2016/12/01,5,0,.00,0
SDFIR-2016,3,2017/11/01,4,0,.00,0
SDFIR-2016,3,2016/06/01,0,0,.00,0
SDFIR-2016,3,2017/04/01,40,0,.00,0
SDFIR-2016,3,2017/01/01,5,0,.00,0
SDFIR-2016,3,2016/09/01,116,0,.00,0
SDFIR-2016,3,2017/06/01,11,0,.00,0
SDFIR-2016,3,2016/11/01,75,0,2.00,0
SDFIR-2016,3,2016/07/01,0,0,.00,0
SDFIR-2016,3,2017/12/01,27,0,.00,0
SDFRM-2016,3,2016/12/01,4,0,.00,0
SDFRM-2016,3,2017/07/01,3,0,.00,0
SDFRM-2016,3,2017/04/01,45,0,.00,0
SDFRM-2016,3,2017/12/01,17,0,.00,0
SDFRM-2016,3,2016/11/01,83,0,2.00,0
SDFRM-2016,3,2017/11/01,14,0,.00,0
SDFRM-2016,3,2016/09/01,137,0,.00,0
SDFRM-2016,3,2017/08/01,13,0,1.00,0
SDFRM-2016,3,2016/07/01,0,0,.00,0
SDFRM-2016,3,2017/10/01,3,0,.00,0
SDFRM-2016,3,2017/09/01,6,0,.00,0
SDFRM-2016,3,2017/02/01,38,0,.00,0
SDFRM-2016,3,2017/05/01,6,0,.00,0
SDFRM-2016,3,2017/01/01,4,0,.00,0
SDFRM-2016,3,2017/06/01,13,0,.00,0
SDFRM-2016,3,2016/10/01,168,0,.00,0
SDFRM-2016,3,2016/08/01,0,0,.00,0
SDFRM-2016,3,2016/06/01,0,0,.00,0
SDFRM-2016,3,2017/03/01,33,0,.00,0
SEAA-1031,3,2016/11/01,1344,0,10740.00,0
